random_Hexane
Golfgetal [cm-1]	ppm
cm-1	0	50	100	300	500
  594.44	0.000283	0.000386	0.000701	0.000028	0.000012
  602.16	0.000076	0.000030	-0.000311	-0.000283	-0.000721
  609.88	-0.000690	-0.000244	-0.000050	0.000590	-0.000523
  617.60	-0.000167	-0.000084	0.000140	-0.000455	-0.000204
  625.32	-0.000264	-0.000141	0.000390	0.000220	-0.000278
  633.04	0.000056	-0.000382	-0.000149	0.000269	-0.000116
  640.76	0.000084	0.000425	0.000015	0.000593	-0.000236
  648.48	-0.000120	0.000195	-0.000338	-0.000084	0.000086
  656.20	-0.000084	-0.000497	-0.000288	0.000029	-0.000487
  663.92	-0.000225	0.000223	-0.000044	-0.000615	0.000338
  671.64	-0.000449	-0.000347	-0.000110	0.000021	-0.000336
  679.36	0.000288	0.000027	0.000262	0.000912	-0.000122
  687.08	0.000316	0.000058	-0.000123	-0.000370	-0.000151
  694.80	0.000403	-0.000307	0.000179	0.000503	-0.000096
  702.52	0.000130	0.000338	0.001227	0.001903	0.003553
  710.24	0.000357	0.003890	0.007611	0.023743	0.040264
  717.96	0.000014	0.016754	0.033494	0.100739	0.168473
  725.68	-0.000626	0.025621	0.050966	0.153315	0.256099
  733.40	-0.000300	0.014417	0.028564	0.084051	0.140195
  741.12	0.000144	0.003228	0.005737	0.016844	0.027808
  748.84	-0.000228	0.000061	0.000098	0.001192	0.002037
  756.56	0.000475	0.000033	-0.000235	0.000142	0.000495
  764.28	-0.000395	0.000603	0.000326	0.000093	0.000524
  772.00	-0.000143	0.000019	0.000156	0.000074	0.000242
  779.72	-0.000140	0.000166	-0.000404	0.000008	-0.000163
  787.44	-0.000271	-0.000414	-0.000156	0.000333	0.000131
  795.16	0.000054	-0.000043	-0.000191	-0.000636	-0.000182
  802.88	0.000496	-0.000304	-0.000058	0.000340	-0.000188
  810.60	-0.000309	-0.000303	-0.000164	-0.000380	0.000380
  818.32	-0.000319	0.000282	-0.000039	-0.000288	0.000169
  826.04	0.000162	0.000165	0.000738	0.000324	-0.000353
  833.76	-0.000396	0.000210	-0.000449	-0.000214	0.000302
  841.48	-0.000400	0.000026	0.000566	-0.000111	0.000214
  849.20	0.000069	0.000329	-0.000492	-0.000215	-0.000399
  856.92	-0.000363	-0.000643	-0.000095	-0.000224	0.000174
  864.64	0.000369	0.000504	-0.000201	0.000768	0.000402
  872.36	0.000239	0.000161	0.000272	-0.000287	-0.000540
